"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","MKN-10_U2",5121,"W74","Neurčené (u)tonutí a potopení","Neurčené (u)tonutí a potopení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W75","Náhodné (za)dušení a (u)škrcení v posteli","Náhodné (za)dušení a (u)škrcení v posteli","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W76","Jiné náhodné oběšení a (u)škrcení","Jiné náhodné oběšení a (u)škrcení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W77","Ohrožení dýchání způsob. zavalením (zasypáním) padající zemi","Ohrožení dýchání způsob. zavalením (zasypáním) padající zeminou a j. hmot.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W78","Vdechnutí žaludečního obsahu","Vdechnutí žaludečního obsahu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W79","Vdechnutím nebo polknutí potravy jako příčina ucpání dýchací","Vdechnutím nebo polknutí potravy jako příčina ucpání dýchacích cest","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W80","Vdechnutím nebo polknutí j. předmětů jako příčina ucpání dýc","Vdechnutím nebo polknutí j. předmětů jako příčina ucpání dýchacích cest","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W81","Uzavření nebo zachycení v prostředí s nízkým obsahem kyslíku","Uzavření nebo zachycení v prostředí s nízkým obsahem kyslíku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W83","Jiná určená ohrožení dýchání","Jiná určená ohrožení dýchání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W84","Neurčené ohrožení dýchání","Neurčené ohrožení dýchání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W85","Dotyk elektrického vedení","Dotyk elektrického vedení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W86","Vystavení jinému určenému elektrickému proudu","Vystavení jinému určenému elektrickému proudu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W87","Vystavení neurčenému elektrickému proudu","Vystavení neurčenému elektrickému proudu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W88","Vystavení ionizujícímu záření","Vystavení ionizujícímu záření","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W89","Vystavení uměle vytvořenému viditelnému a UV světlu","Vystavení uměle vytvořenému viditelnému a UV světlu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W90","Vystavení jinému neionizujícímu záření","Vystavení jinému neionizujícímu záření","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W91","Vystavení neurčenému typu záření","Vystavení neurčenému typu záření","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W92","Vystavení nadměrnému horku uměle vytvořenému","Vystavení nadměrnému horku uměle vytvořenému","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W93","Vystavení nadměrnému chladu uměle vytvořenému","Vystavení nadměrnému chladu uměle vytvořenému","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W94","Vystavení vysokému a nízkému tlaku vzduchu a jeho změnám","Vystavení vysokému a nízkému tlaku vzduchu a jeho změnám","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"W99","Vystavení jiným a neurčeným faktorům okolního prostředí vytv","Vystavení jiným a neurčeným faktorům okolního prostředí vytvořeným uměle","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X00","Vystavení nekontrolovanému ohni (požáru) v budově nebo konst","Vystavení nekontrolovanému ohni (požáru) v budově nebo konstrukci","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X01","Vystavení nekontrolovanému ohni (požáru) mimo budovy a konst","Vystavení nekontrolovanému ohni (požáru) mimo budovy a konstrukce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X02","Vystavení kontrolovanému ohni v budovách a konstrukcích","Vystavení kontrolovanému ohni v budovách a konstrukcích","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X03","Vystavení kontrolovanému ohni mimo budovy a konstrukce","Vystavení kontrolovanému ohni mimo budovy a konstrukce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X04","Vystavení vznícení vysoce hořlavých hmot","Vystavení vznícení vysoce hořlavých hmot","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X05","Vystavení vznícení nebo tavení nočního prádla","Vystavení vznícení nebo tavení nočního prádla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X06","Vystavení vznícení nebo tavení jiného šatstva a oděvů","Vystavení vznícení nebo tavení jiného šatstva a oděvů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X08","Vystavení jinému určenému kouři, dýmu, ohni a plamenům","Vystavení jinému určenému kouři, dýmu, ohni a plamenům","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X09","Vystavení neurčenému kouři, dýmu, ohni a plamenům","Vystavení neurčenému kouři, dýmu, ohni a plamenům","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X10","Kontakt s horkými nápoji, potravou, tukem a oleji na vaření","Kontakt s horkými nápoji, potravou, tukem a oleji na vaření","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X11","Kontakt s horkou vodou z vodovodu","Kontakt s horkou vodou z vodovodu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X12","Kontakt s jinými horkými tekutinami","Kontakt s jinými horkými tekutinami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X13","Kontakt s vodní párou a jinými horkými výpary","Kontakt s vodní párou a jinými horkými výpary","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X14","Kontakt s horkým vzduchem a plyny","Kontakt s horkým vzduchem a plyny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X15","Kontakt s horkými zařízeními v domácnosti","Kontakt s horkými zařízeními v domácnosti","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X16","Kontakt s horkými topnými zařízeními, radiátory a rourami","Kontakt s horkými topnými zařízeními, radiátory a rourami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X17","Kontakt s horkými stroji, přístroji a nástroji","Kontakt s horkými stroji, přístroji a nástroji","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X18","Kontakt s jinými horkými kovy","Kontakt s jinými horkými kovy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X19","Kontakt s jiným a neurčeným horkem a horkými látkami","Kontakt s jiným a neurčeným horkem a horkými látkami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X20","Kontakt s jedovatými hady a ještěrkami","Kontakt s jedovatými hady a ještěrkami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X21","Kontakt s jedovatými pavouky","Kontakt s jedovatými pavouky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X22","Kontakt se štíry (škorpiony)","Kontakt se štíry (škorpiony)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X23","Kontakt se sršni, vosami a včelami","Kontakt se sršni, vosami a včelami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X24","Kontakt se stonožkami a jedovatými (tropickými) stonožkami","Kontakt se stonožkami a jedovatými (tropickými) stonožkami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X25","Kontakt s jinými jedovatými členovci","Kontakt s jinými jedovatými členovci","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X26","Kontakt s jedovatým mořským živočichem a rostlinou","Kontakt s jedovatým mořským živočichem a rostlinou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X27","Kontakt s jinými určenými jedovatými živočichy","Kontakt s jinými určenými jedovatými živočichy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X28","Kontakt s jinými určenými jedovatými rostlinami","Kontakt s jinými určenými jedovatými rostlinami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X29","Kontakt s neurčeným jedovatým živočichem nebo rostlinou","Kontakt s neurčeným jedovatým živočichem nebo rostlinou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X30","Vystavení nadměrnému přírodnímu horku","Vystavení nadměrnému přírodnímu horku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X31","Vystavení nadměrnému přírodnímu chladu","Vystavení nadměrnému přírodnímu chladu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X32","Vystavení slunečnímu záření","Vystavení slunečnímu záření","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X33","Oběť blesku","Oběť blesku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X34","Oběť zemětřesení","Oběť zemětřesení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X35","Oběť výbuchu sopky","Oběť výbuchu sopky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X36","Oběť laviny, sesuvu půdy a jiných zemských pohybů","Oběť laviny, sesuvu půdy a jiných zemských pohybů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X37","Oběť přírodní katastrofické bouře","Oběť přírodní katastrofické bouře","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X38","Oběť povodně (záplavy)","Oběť povodně (záplavy)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X39","Vystavení jiným a neurčeným přírodním silám","Vystavení jiným a neurčeným přírodním silám","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X40","Náhodná otrava neopioidními analgetiky‚ antipyretiky a antir","Náhodná otrava neopioidními analgetiky‚ antipyretiky a antirevmatiky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X41","Náhodná otrava antiepilept., sedativy-hypnot., antiparkins. ","Náhodná otrava antiepilept., sedativy-hypnot., antiparkins. a psychotr. léky, NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X42","Náhodná otrava narkotiky a psychodysleptiky (halucinogeny) N","Náhodná otrava narkotiky a psychodysleptiky (halucinogeny) NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X43","Náhodná otrava j. léčivy působ. na autonomní nervovou sousta","Náhodná otrava j. léčivy působ. na autonomní nervovou soustavu ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X44","Náhodná otrava j. a neurč. léky, léčivy, návykovými a biolog","Náhodná otrava j. a neurč. léky, léčivy, návykovými a biologickými látkami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X45","Náhodná otrava alkoholem a expozice jeho působení","Náhodná otrava alkoholem a expozice jeho působení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X46","Náhodná otrava organ. rozpouštědly, halogenovam. uhlovodíky ","Náhodná otrava organ. rozpouštědly, halogenovam. uhlovodíky a jejich parami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X47","Náhodná otrava oxidem uhelnatým a jinými plyny a parami","Náhodná otrava oxidem uhelnatým a jinými plyny a parami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X48","Náhodná otrava pesticidy a expozice jejich působení","Náhodná otrava pesticidy a expozice jejich působení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X49","Náhodná otrava jinými a neurčenými chemikáliemi a škodlivými","Náhodná otrava jinými a neurčenými chemikáliemi a škodlivými látkami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X50","Přetížení a namáhavé nebo opakované pohyby","Přetížení a namáhavé nebo opakované pohyby","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X51","Cestování a pohyb","Cestování a pohyb","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X52","Prodloužený pobyt v beztížném prostředí","Prodloužený pobyt v beztížném prostředí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X53","Nedostatek potravy","Nedostatek potravy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X54","Nedostatek vody","Nedostatek vody","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X57","Neurčené strádání","Neurčené strádání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X58","Vystavení jiným určeným faktorům","Vystavení jiným určeným faktorům","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X59","Vystavení neurčeným faktorům","Vystavení neurčeným faktorům","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X60","Úmyslné sebeotrávení neopioidními analgetiky‚ antipyretiky a","Úmyslné sebeotrávení neopioidními analgetiky‚ antipyretiky a antirevmatiky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X61","Úmyslné sebeotr. antiepilep., sedativy-hypnot., antiparkins.","Úmyslné sebeotr. antiepilep., sedativy-hypnot., antiparkins. a psychotr. léky NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X62","Úmyslné sebeotrávení narkotiky a psycho-dysleptiky (halucino","Úmyslné sebeotrávení narkotiky a psycho-dysleptiky (halucinogeny) NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X63","Úmyslné sebeotrávení jinými léčivy působícími na autonomní n","Úmyslné sebeotrávení jinými léčivy působícími na autonomní nervovou soustavu ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X64","Úmyslné sebeotrávení j. a neurč. léky, léčivy, návykovými a ","Úmyslné sebeotrávení j. a neurč. léky, léčivy, návykovými a biologickými látk.","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X65","Úmyslné sebeotrávení alkoholem a expozice jeho působení","Úmyslné sebeotrávení alkoholem a expozice jeho působení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X66","Úmyslné sebeotrávení organ. rozpust., halog. uhlovodíky a je","Úmyslné sebeotrávení organ. rozpust., halog. uhlovodíky a jejich parami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X67","Úmyslné sebeotrávení oxidem uhelnatým a jinými plyny a param","Úmyslné sebeotrávení oxidem uhelnatým a jinými plyny a parami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X68","Úmyslné sebeotrávení pesticidy a expozice jejich působení","Úmyslné sebeotrávení pesticidy a expozice jejich působení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X69","Úmyslné sebeotrávení jinými a neurče-nými chemikáliemi a ško","Úmyslné sebeotrávení jinými a neurče-nými chemikáliemi a škodlivými látkami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X70","Úmyslné sebepoškození oběšením, (u)škrcením a (za)dušením","Úmyslné sebepoškození oběšením, (u)škrcením a (za)dušením","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X71","Úmyslné sebepoškození (u)topením a potopením","Úmyslné sebepoškození (u)topením a potopením","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X72","Úmyslné sebepoškození výstřelem z pistole, revolveru","Úmyslné sebepoškození výstřelem z pistole, revolveru","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X73","Úmyslné sebepoškození výstřel. z pušky, brokovnice a větší r","Úmyslné sebepoškození výstřel. z pušky, brokovnice a větší ruční střelné zbraně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X74","Úmyslné sebepoškození výstřelem z jiné a neurčené střelné zb","Úmyslné sebepoškození výstřelem z jiné a neurčené střelné zbraně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X75","Úmyslné sebepoškození výbušnou látkou","Úmyslné sebepoškození výbušnou látkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X76","Úmyslné sebepoškození kouřem, dýmem a ohněm","Úmyslné sebepoškození kouřem, dýmem a ohněm","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X77","Úmyslné sebepoškození vodní parou, horkými výpary a horkými ","Úmyslné sebepoškození vodní parou, horkými výpary a horkými předměty","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X78","Úmyslné sebepoškození ostrým předmětem","Úmyslné sebepoškození ostrým předmětem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X79","Úmyslné sebepoškození tupým předmětem","Úmyslné sebepoškození tupým předmětem","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X80","Úmyslné sebepoškození skokem z výše","Úmyslné sebepoškození skokem z výše","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X81","Úmyslné sebepoškození skokem nebo lehnutím si před pohybujíc","Úmyslné sebepoškození skokem nebo lehnutím si před pohybující se předmět","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X82","Úmyslné sebepoškození havárií motorového vozidla","Úmyslné sebepoškození havárií motorového vozidla","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X83","Úmyslné sebepoškození jinými určenými prostředky","Úmyslné sebepoškození jinými určenými prostředky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X84","Úmyslné sebepoškození neurčenými prostředky","Úmyslné sebepoškození neurčenými prostředky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X85","Napadení léky, léčivy, návykovými a biologickými látkami","Napadení léky, léčivy, návykovými a biologickými látkami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X86","Napadení žíravou látkou","Napadení žíravou látkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X87","Napadení pesticidy","Napadení pesticidy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X88","Napadení oxidem uhelnatým a jinými plyny a parami","Napadení oxidem uhelnatým a jinými plyny a parami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X89","Napadení jinými určenými chemikáliemi a škodlivými látkami","Napadení jinými určenými chemikáliemi a škodlivými látkami","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X90","Napadení neurčenou chemickou nebo škodlivou látkou","Napadení neurčenou chemickou nebo škodlivou látkou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X91","Napadení oběšením, (u)škrcením a (za)dušením","Napadení oběšením, (u)škrcením a (za)dušením","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"X92","Napadení (u)topením a potopením","Napadení (u)topením a potopením","1994-01-01","9999-09-09"
